"","ssp","drought_stress","insect_risk","disease_risk","photosynhthesis_day","risk_rain","yday_speargrowth","yday_harvest_star","accumulated_chill","frost_risk","diurnal_risk","rainharvest_risk","heatharvest_risk","Tsoil_mean","id"
"ssp370--FGOALS-g3--2075--2068","ssp370",0.39,0.43,0,92,0.45,66,73,88.65,0.3,0.4,0.3,0,19.2809366049163,3868
"ssp370--FGOALS-g3--2075--2069","ssp370",0.19,0.39,0,97,0.2,68,74,90.14,0,0.2,0.2,0.55,19.2154301270515,3869
"ssp370--FGOALS-g3--2075--2070","ssp370",0.23,0.35,0,100,0.1,42,53,72.4,0,0.2,0.2,0.25,18.0664318143283,3870
"ssp370--FGOALS-g3--2075--2071","ssp370",0.17,0.39,0,92,0.4,50,56,76.45,0,0,0,0.05,18.2225117731974,3871
"ssp370--FGOALS-g3--2075--2072","ssp370",0.06,0.1,0,96,0.2,59,65,81.72,0,0,0.1,0.05,18.6741371454199,3872
"ssp370--FGOALS-g3--2075--2073","ssp370",0.38,0.23,0,94,0.3,75,81,86.58,0,0.2,0.3,0.15,19.5480308162437,3873
"ssp370--FGOALS-g3--2075--2074","ssp370",0.31,0.21,0,97,0,42,48,67.66,0.4,0.1,0,0,17.0532382939717,3874
"ssp370--FGOALS-g3--2075--2075","ssp370",0.16,0,0,77,0.95,53,59,81.42,0,0.1,0.2,0.2,18.8911268503189,3875
"ssp370--FGOALS-g3--2075--2076","ssp370",0.26,0.23,0.2,84,0.3,52,58,80.19,0.1,0.2,0.1,0.25,17.8451975670064,3876
"ssp370--FGOALS-g3--2075--2077","ssp370",0.19,0.23,0,93,0.4,60,66,86.49,0,0.1,0.2,0.5,18.8366938445551,3877
"ssp370--FGOALS-g3--2075--2078","ssp370",0.17,0.21,0,99,0.2,67,73,91.16,0,0,0.4,0,19.3531788537465,3878
"ssp370--FGOALS-g3--2075--2079","ssp370",0.19,0.1,0,96,0.65,49,55,78.2,0,0.3,0,0.35,19.3943252367779,3879
"ssp370--FGOALS-g3--2075--2080","ssp370",0.35,0.16,0,99,0.2,79,85,96.6,0,0.2,0,0.3,19.3332456806693,3880
"ssp370--FGOALS-g3--2075--2081","ssp370",0.23,0,0.2,91,0.2,71,77,92.69,0.1,0.3,0.2,0,18.5539660005964,3881
"ssp370--FGOALS-g3--2075--2082","ssp370",0.2,0,0,95,0.5,42,63,73.97,0,0.2,0,0,19.1322065235475,3882
"ssp370--FGOALS-g3--2075--2083","ssp370",0.37,0.36,0,91,0,45,69,75.58,0.1,0.2,0,0,18.1890067624847,3883
"ssp370--FGOALS-g3--2075--2084","ssp370",0.26,0.48,0,98,0.1,77,90,96.01,0,0.1,0.1,0.1,19.3427440954268,3884
"ssp370--FGOALS-g3--2075--2085","ssp370",0.47,0.42,0,101,0.1,76,82,95.32,0.1,0.3,0.2,0.3,19.1615371864758,3885
"ssp370--FGOALS-g3--2075--2086","ssp370",0.31,0.32,0,91,0.5,80,86,101.66,0,0,0.1,0.2,19.7288107435085,3886
"ssp370--FGOALS-g3--2075--2087","ssp370",0.17,0.51,0,89,0.4,69,75,89.05,0,0.1,0,0.1,19.0067508094184,3887
"ssp370--FGOALS-g3--2075--2088","ssp370",0.11,0.1,0,90,0.2,78,84,101.51,0,0.1,0.1,0.2,19.5272683772491,3888
"ssp370--FGOALS-g3--2075--2089","ssp370",0.19,0.21,0,89,0,62,68,88.13,0,0,0.1,0,17.8249440390262,3889
"ssp370--FGOALS-g3--2075--2090","ssp370",0.05,0.71,0,107,0.4,68,81,88.57,0,0.1,0,0,19.5129620476559,3890
"ssp370--FGOALS-g3--2075--2091","ssp370",0.12,0,0,95,0.1,72,78,96.85,0,0.2,0,0.05,19.206619992267,3891
"ssp370--FGOALS-g3--2075--2092","ssp370",0.23,0.25,0,106,0.3,60,66,83.38,0,0.1,0.2,0.1,19.128005899654,3892
"ssp370--FGOALS-g3--2075--2093","ssp370",0.28,0.24,0,93,0.2,58,72,77.77,0.2,0.2,0.2,0.35,17.7926674766758,3893
"ssp370--FGOALS-g3--2075--2094","ssp370",0.28,0.48,0,99,0.1,62,71,89.99,0,0,0.2,0.05,19.5287927696578,3894
"ssp370--FGOALS-g3--2075--2095","ssp370",0.36,0.45,0,108,0.2,50,56,76.69,0.2,0.4,0.2,0.1,17.0791546045958,3895
"ssp370--FGOALS-g3--2075--2096","ssp370",0.08,0,0,91,0.2,42,48,61.8,0,0.2,0.2,0,17.7121208925517,3896
"ssp370--FGOALS-g3--2075--2097","ssp370",0.05,0.24,0,93,0,61,67,81.67,0,0.1,0.1,0.05,18.4651715574931,3897
"ssp370--FGOALS-g3--2075--2098","ssp370",0.36,0.23,0,91,0.2,58,69,84.74,0.1,0.1,0.2,0.2,18.8447098835627,3898
"ssp370--FGOALS-g3--2075--2099","ssp370",0.41,0.31,0,84,0.45,72,78,97.89,0,0.1,0.1,0.15,19.6278857296189,3899
"ssp370--FGOALS-g3--2075--2100","ssp370",0.24,0.22,0,86,0.4,67,76,87.15,0,0.1,0.2,0.05,19.1043737104148,3900
"ssp370--GFDL-ESM4--2075--2001","ssp370",0.41,0.25,0,93,0.2,42,48,67.23,0.2,0.4,0.1,0.5,18.2231827388469,3901
"ssp370--GFDL-ESM4--2075--2002","ssp370",0.29,0.22,0,91,0.1,42,48,71.68,0.1,0.6,0.1,0.15,18.3860225893332,3902
"ssp370--GFDL-ESM4--2075--2003","ssp370",0.12,0.12,0.2,97,0,74,80,99.45,0.1,0.5,0.4,0.45,18.8260188363848,3903
"ssp370--GFDL-ESM4--2075--2004","ssp370",0.46,0.44,0,103,0.1,59,82,77.79,0,0.2,0,0.2,19.4020193969886,3904
"ssp370--GFDL-ESM4--2075--2005","ssp370",0.12,0.2,0,101,0,52,58,77.67,0.2,0.6,0,0.3,18.3449178967979,3905
"ssp370--GFDL-ESM4--2075--2006","ssp370",0.24,0.36,0,106,0.25,46,52,74.67,0.4,0.7,0.5,0.4,17.9673045951618,3906
"ssp370--GFDL-ESM4--2075--2007","ssp370",0.18,0.1,0,95,0.2,42,48,73.84,0.5,0.3,0.3,0.15,17.7238633222471,3907
"ssp370--GFDL-ESM4--2075--2008","ssp370",0.41,0.6,0,90,0.5,45,51,69.85,0.1,0.7,0.3,0.95,18.3904226363487,3908
"ssp370--GFDL-ESM4--2075--2009","ssp370",0.19,0.38,0,101,0.5,48,68,80.08,0,0.6,0.1,0.35,19.3179573951039,3909
"ssp370--GFDL-ESM4--2075--2010","ssp370",0.51,0.24,0,99,0.2,46,97,79.82,0,0.2,0.1,0,19.4128332479381,3910
"ssp370--GFDL-ESM4--2075--2011","ssp370",0.28,0.46,0,85,0.1,42,59,65.08,0.2,0.7,0,0.5,18.7671309583863,3911
"ssp370--GFDL-ESM4--2075--2012","ssp370",0.21,0.69,0,112,0.2,60,66,87.01,0.2,0.6,0.2,0.2,18.3253353462206,3912
"ssp370--GFDL-ESM4--2075--2013","ssp370",0.46,0.25,0,91,0.3,58,65,73.95,0,0.4,0.1,0,18.0232590925976,3913
"ssp370--GFDL-ESM4--2075--2014","ssp370",0.25,0.36,0,83,0.1,42,48,70.68,0.3,0.4,0.1,0.45,17.5697022672536,3914
"ssp370--GFDL-ESM4--2075--2015","ssp370",0.46,0.44,0,90,0.8,56,62,75.85,0,0.4,0.3,0.25,18.3726918849543,3915
"ssp370--GFDL-ESM4--2075--2016","ssp370",0.2,0.45,0,114,0.1,45,51,67.54,0.1,1,0.3,0.4,18.4357822721885,3916
"ssp370--GFDL-ESM4--2075--2017","ssp370",0.13,0.53,0,96,0.2,51,70,75.91,0.2,0.5,0.1,0.35,18.6949490523464,3917
"ssp370--GFDL-ESM4--2075--2018","ssp370",0.1,0.78,0,112,0,56,62,83.16,0,0.2,0.4,0.15,18.7510702751277,3918
"ssp370--GFDL-ESM4--2075--2019","ssp370",0.17,0.34,0,98,0.3,54,60,79.46,0.3,0.2,0.1,0.15,18.1665858764245,3919
"ssp370--GFDL-ESM4--2075--2020","ssp370",0.28,0.21,0,89,0.1,50,77,77.94,0.1,0.5,0.1,0.25,19.6361721999993,3920
"ssp370--GFDL-ESM4--2075--2021","ssp370",0.21,0.2,0,101,0.3,60,66,75.04,0.1,0.4,0.2,0.7,19.136971802563,3921
"ssp370--GFDL-ESM4--2075--2022","ssp370",0.18,0.48,0,109,0.1,42,72,77.02,0,0.6,0.1,0.6,18.507552505175,3922
"ssp370--GFDL-ESM4--2075--2023","ssp370",0.42,0.49,0,103,0,42,48,72.04,0.3,0.6,0.3,0.3,18.0545581577097,3923
"ssp370--GFDL-ESM4--2075--2024","ssp370",0.26,0.4,0,104,0.1,44,50,75.87,0,0.5,0.3,0.15,18.8698132892032,3924
"ssp370--GFDL-ESM4--2075--2025","ssp370",0.11,0.49,0,98,0,53,62,73.65,0.2,0.8,0.1,0.6,18.6626664280757,3925
"ssp370--GFDL-ESM4--2075--2026","ssp370",0.37,0.21,0,114,0.3,51,57,80.95,0,0.3,0.1,0.25,19.8405414271225,3926
"ssp370--GFDL-ESM4--2075--2027","ssp370",0.25,0.24,0,83,0.1,65,71,91.39,0,0.6,0.2,0.5,19.5496961275977,3927
"ssp370--GFDL-ESM4--2075--2028","ssp370",0.51,0.52,0,105,0.2,53,68,78.16,0,0.7,0.2,0.4,19.2382696932234,3928
"ssp370--GFDL-ESM4--2075--2029","ssp370",0.3,0.5,0.25,80,0.2,44,50,74.79,0.2,0.3,0.2,0.3,18.7804676517991,3929
"ssp370--GFDL-ESM4--2075--2030","ssp370",0.15,0.12,0,102,0.2,45,51,73.21,0,0.7,0.3,0.8,18.6647856092513,3930
"ssp370--GFDL-ESM4--2075--2031","ssp370",0.28,0.34,0,99,0.2,47,55,75.11,0.1,0.2,0.1,0.05,17.4933501493691,3931
"ssp370--GFDL-ESM4--2075--2032","ssp370",0.46,0.13,0.2,96,0.1,58,64,83.33,0,0.3,0.1,0.05,18.9250830046821,3932
"ssp370--GFDL-ESM4--2075--2033","ssp370",0.26,0.52,0,102,0.1,69,78,88.14,0,0.7,0,0,18.9120886810749,3933
"ssp370--GFDL-ESM4--2075--2034","ssp370",0.22,0.3,0,93,0.1,52,58,74.42,0.1,0.9,0,0.65,18.8307194563241,3934
"ssp370--GFDL-ESM4--2075--2035","ssp370",0.25,0.33,0,105,0.4,52,58,78.98,0.7,0.3,0,0.35,17.3922287595697,3935
"ssp370--GFDL-ESM4--2075--2036","ssp370",0.11,0.33,0,86,0.6,63,69,86.76,0,0,0.1,0.1,18.6732417802048,3936
"ssp370--GFDL-ESM4--2075--2037","ssp370",0.06,0.36,0,95,0.6,42,78,70.27,0,0.4,0.1,0.6,18.275741843293,3937
"ssp370--GFDL-ESM4--2075--2038","ssp370",0.49,0.27,0,101,0.4,42,48,71.26,0,0.3,0.2,0.25,18.6236550697421,3938
"ssp370--GFDL-ESM4--2075--2039","ssp370",0.39,0.34,0,101,0,42,58,71.83,0.1,0.9,0.3,0.6,17.8392366889542,3939
"ssp370--GFDL-ESM4--2075--2040","ssp370",0.18,0.38,0,93,0,42,49,75.07,0.6,0.6,0.1,0.3,17.8120627227445,3940
"ssp370--GFDL-ESM4--2075--2041","ssp370",0.26,0.41,0,109,0.1,42,51,66.23,0.1,0.4,0,0.25,18.0546549724352,3941
"ssp370--GFDL-ESM4--2075--2042","ssp370",0.24,0.26,0,107,0,56,62,82.4,0,0.4,0.3,0.15,19.2948438333752,3942
"ssp370--GFDL-ESM4--2075--2043","ssp370",0.29,0.62,0,102,0.3,56,88,87.04,0,0.3,0.1,0.35,19.5651824779821,3943
"ssp370--GFDL-ESM4--2075--2044","ssp370",0.42,0.22,0,105,0.3,73,79,91.14,0,0.2,0.2,0.15,19.127718634785,3944
"ssp370--GFDL-ESM4--2075--2045","ssp370",0.21,0.53,0,114,0.3,61,77,83.51,0,0.1,0.2,0.1,18.8765735289733,3945
"ssp370--GFDL-ESM4--2075--2046","ssp370",0.38,0.67,0,107,0.8,56,65,79.15,0,0.4,0.1,0.35,19.2027822323518,3946
"ssp370--GFDL-ESM4--2075--2047","ssp370",0.29,0.49,0,93,0.4,62,86,90.96,0,0.2,0.3,0.25,18.9565553403256,3947
"ssp370--GFDL-ESM4--2075--2048","ssp370",0.38,0.58,0,88,0,60,66,85.82,0,0.4,0.3,0.6,18.8462634349586,3948
"ssp370--GFDL-ESM4--2075--2049","ssp370",0.06,0.28,0,94,0.1,62,68,88.27,0,0.3,0.1,0.35,19.2049731800877,3949
"ssp370--GFDL-ESM4--2075--2050","ssp370",0.34,0.22,0,91,0.5,47,82,70.25,0.1,0.2,0.1,0.1,18.4929038884907,3950
"ssp370--GFDL-ESM4--2075--2051","ssp370",0.31,0.23,0,99,0.1,42,52,66.63,0,0.7,0.1,0.3,18.2089883551141,3951
"ssp370--GFDL-ESM4--2075--2052","ssp370",0,0.14,0,101,0,48,54,77.69,0,0.3,0.2,0.05,18.7428790537837,3952
"ssp370--GFDL-ESM4--2075--2053","ssp370",0.2,0.1,0.3,111,0.1,57,63,81.8,0,0.6,0.2,0.3,18.6797034399461,3953
"ssp370--GFDL-ESM4--2075--2054","ssp370",0.16,0.28,0,93,0.4,56,62,82.72,0,0.2,0.2,0.55,18.9133978083435,3954
"ssp370--GFDL-ESM4--2075--2055","ssp370",0.34,0.11,0.2,88,0.2,61,67,80.67,0,0.6,0,0.3,18.7197940849568,3955
"ssp370--GFDL-ESM4--2075--2056","ssp370",0.26,0.25,0,109,0.1,42,79,71.84,0,0.4,0,0,19.5261766440839,3956
"ssp370--GFDL-ESM4--2075--2057","ssp370",0.36,0.44,0,113,0.1,53,63,80.27,0.3,1,0.1,0.45,18.7069980002595,3957
"ssp370--GFDL-ESM4--2075--2058","ssp370",0.2,0.14,0,90,0.3,44,78,72.64,0,0.7,0.1,0.25,19.7663505054114,3958
"ssp370--GFDL-ESM4--2075--2059","ssp370",0.22,0.33,0,107,0.3,62,68,81.99,0,0.1,0.2,0.15,19.0935619316678,3959
"ssp370--GFDL-ESM4--2075--2060","ssp370",0.38,0.27,0,97,0.1,65,77,79.23,0,0.6,0,0.25,19.1854280723317,3960
"ssp370--GFDL-ESM4--2075--2061","ssp370",0.32,0.37,0,95,0.2,58,85,84.21,0,0.2,0.3,0.3,18.9694877606329,3961
"ssp370--GFDL-ESM4--2075--2062","ssp370",0.25,0.32,0,74,0.4,42,48,73.58,0.2,0.3,0.1,0.1,17.7871558048069,3962
"ssp370--GFDL-ESM4--2075--2063","ssp370",0.17,0.35,0,102,0.1,60,66,79.39,0,0.9,0.4,0.6,19.3005506699587,3963
"ssp370--GFDL-ESM4--2075--2064","ssp370",0.3,0.58,0,101,0.1,42,48,73.77,0.3,0.4,0.2,0.3,18.3475175143392,3964
"ssp370--GFDL-ESM4--2075--2065","ssp370",0.26,0.24,0,78,0.2,50,63,82.05,0,0.4,0.2,0.15,19.3192097058196,3965
"ssp370--GFDL-ESM4--2075--2066","ssp370",0.21,0.63,0,93,0.2,74,80,93,0,0.9,0.2,0.5,19.5982379479535,3966
"ssp370--GFDL-ESM4--2075--2067","ssp370",0.3,0.34,0,96,0,63,69,82.6,0.1,0.1,0.3,0.05,19.3915419739931,3967
"ssp370--GFDL-ESM4--2075--2068","ssp370",0.39,0.54,0,97,0.25,66,76,89.28,0.3,0.7,0.3,0.1,19.1125126873303,3968
"ssp370--GFDL-ESM4--2075--2069","ssp370",0.28,0.36,0,100,0.1,68,74,90.18,0,0.5,0.2,0.7,19.2182968373965,3969
"ssp370--GFDL-ESM4--2075--2070","ssp370",0.23,0.36,0,100,0.1,42,52,72.63,0,0.3,0.2,0.3,18.06343252736,3970
"ssp370--GFDL-ESM4--2075--2071","ssp370",0.17,0.55,0,98,0.3,50,56,77.2,0,0.3,0.1,0.15,18.2291712455728,3971
"ssp370--GFDL-ESM4--2075--2072","ssp370",0.06,0.32,0,103,0.2,58,64,78.35,0.1,0.3,0.2,0.1,18.62450688224,3972
"ssp370--GFDL-ESM4--2075--2073","ssp370",0.44,0.24,0,101,0.3,76,82,86.95,0,0.7,0.5,0.25,19.6783925196066,3973
"ssp370--GFDL-ESM4--2075--2074","ssp370",0.32,0.21,0,107,0,42,48,66.56,0.6,0.5,0.1,0.05,17.1470817286836,3974
"ssp370--GFDL-ESM4--2075--2075","ssp370",0.16,0,0,80,0.55,52,58,78.62,0,0.6,0.3,0.2,18.7323609921296,3975
"ssp370--GFDL-ESM4--2075--2076","ssp370",0.26,0.34,0,88,0.2,51,57,81.24,0.2,0.4,0.2,0.4,17.7495770505303,3976
"ssp370--GFDL-ESM4--2075--2077","ssp370",0.21,0.23,0,95,0.4,59,65,86.89,0,0.4,0.3,0.6,18.96960614558,3977
"ssp370--GFDL-ESM4--2075--2078","ssp370",0.17,0.21,0,102,0.2,67,73,90.15,0,0.3,0.4,0.05,19.2070533169618,3978
"ssp370--GFDL-ESM4--2075--2079","ssp370",0.19,0.1,0,99,0.55,48,54,76.52,0,0.7,0,0.55,19.4854548987125,3979
"ssp370--GFDL-ESM4--2075--2080","ssp370",0.35,0.37,0,103,0.2,83,89,94.48,0,0.7,0.1,0.3,19.5627043015386,3980
"ssp370--GFDL-ESM4--2075--2081","ssp370",0.23,0.21,0.2,98,0.2,71,77,91.08,0.1,0.8,0.2,0.05,18.5550631245794,3981
"ssp370--GFDL-ESM4--2075--2082","ssp370",0.25,0.1,0,94,0.5,42,62,70.96,0,0.6,0,0.1,18.8376337931464,3982
"ssp370--GFDL-ESM4--2075--2083","ssp370",0.38,0.45,0,95,0,44,55,73.59,0.1,0.4,0,0,17.5014806810777,3983
"ssp370--GFDL-ESM4--2075--2084","ssp370",0.33,0.66,0,102,0,42,88,73.36,0,0.2,0.1,0.15,19.1972259137373,3984
"ssp370--GFDL-ESM4--2075--2085","ssp370",0.47,0.54,0,104,0,76,82,96.5,0.1,1,0.1,0.45,19.2188571728642,3985
"ssp370--GFDL-ESM4--2075--2086","ssp370",0.31,0.31,0,95,0.4,48,83,76.18,0,0.7,0.1,0.4,19.8378430733374,3986
"ssp370--GFDL-ESM4--2075--2087","ssp370",0.22,0.64,0,94,0.4,69,75,87.65,0,0.5,0,0.15,19.0820663596715,3987
"ssp370--GFDL-ESM4--2075--2088","ssp370",0.17,0.1,0,98,0.1,51,78,79.1,0,0.4,0.1,0.35,19.2230635514318,3988
"ssp370--GFDL-ESM4--2075--2089","ssp370",0.31,0.33,0,94,0,62,69,87.3,0,0.2,0.2,0,18.0204779191801,3989
"ssp370--GFDL-ESM4--2075--2090","ssp370",0.11,0.78,0,111,0.1,79,85,95.98,0,0.2,0,0.05,19.4978558135935,3990
"ssp370--GFDL-ESM4--2075--2091","ssp370",0.25,0,0,99,0.1,72,78,96.21,0,0.7,0.1,0.05,19.1520459896452,3991
"ssp370--GFDL-ESM4--2075--2092","ssp370",0.23,0.4,0,108,0.3,43,59,68.84,0.1,0.2,0.2,0.15,18.829274477371,3992
"ssp370--GFDL-ESM4--2075--2093","ssp370",0.33,0.39,0,101,0.2,58,72,75.63,0.3,0.5,0.3,0.5,17.7178331852991,3993
"ssp370--GFDL-ESM4--2075--2094","ssp370",0.28,0.37,0,103,0.1,61,72,87.97,0,0.1,0.2,0.2,19.5326270266018,3994
"ssp370--GFDL-ESM4--2075--2095","ssp370",0.36,0.45,0,111,0.1,49,55,74.99,0.2,0.6,0.1,0.25,17.2157299622577,3995
"ssp370--GFDL-ESM4--2075--2096","ssp370",0.08,0.26,0,96,0.2,42,48,59.25,0,0.3,0.2,0,17.7195126729499,3996
"ssp370--GFDL-ESM4--2075--2097","ssp370",0.12,0.43,0,94,0,55,63,77.59,0,0.2,0.3,0.05,18.3404661007646,3997
"ssp370--GFDL-ESM4--2075--2098","ssp370",0.36,0.23,0,93,0.2,58,69,83.89,0,0.2,0.2,0.35,19.2376010983643,3998
"ssp370--GFDL-ESM4--2075--2099","ssp370",0.42,0.42,0,88,0.45,74,80,98.02,0,0.7,0.2,0.25,19.4688725895329,3999
"ssp370--GFDL-ESM4--2075--2100","ssp370",0.31,0.35,0,90,0.2,61,74,84.31,0,0.4,0.3,0.15,19.1985664568586,4000
"ssp370--INM-CM4-8--2075--2001","ssp370",0.41,0.27,0,93,0.3,43,49,71.26,0.2,0.2,0,0.3,17.4850577519919,4001
"ssp370--INM-CM4-8--2075--2002","ssp370",0.33,0.32,0,92,0,42,48,71.16,0.2,0.2,0,0.1,17.8450740769877,4002
"ssp370--INM-CM4-8--2075--2003","ssp370",0.17,0.12,0.2,98,0,77,87,101.88,0.1,0.2,0.2,0.25,18.6216669600155,4003
"ssp370--INM-CM4-8--2075--2004","ssp370",0.46,0.42,0,106,0.1,60,86,81.39,0,0.1,0,0.1,19.2138789610457,4004
"ssp370--INM-CM4-8--2075--2005","ssp370",0.18,0.3,0,99,0,52,58,79.5,0.2,0.3,0,0.2,17.728563305848,4005
"ssp370--INM-CM4-8--2075--2006","ssp370",0.24,0.52,0,106,0.1,47,53,75.56,0.4,0.1,0.3,0.3,17.6104338439347,4006
"ssp370--INM-CM4-8--2075--2007","ssp370",0.18,0.21,0,96,0.1,42,48,71.93,0.5,0.2,0.3,0,17.2871517065741,4007
"ssp370--INM-CM4-8--2075--2008","ssp370",0.42,0.57,0,88,0.4,46,52,73.48,0.1,0.2,0.3,0.7,18.2222736115351,4008
"ssp370--INM-CM4-8--2075--2009","ssp370",0.23,0.52,0,99,0.4,48,69,79.91,0,0.3,0,0.35,19.1639181325295,4009
"ssp370--INM-CM4-8--2075--2010","ssp370",0.51,0.24,0,97,0.2,46,99,81.33,0,0.1,0.1,0,19.6090740450364,4010
"ssp370--INM-CM4-8--2075--2011","ssp370",0.28,0.47,0,90,0,42,77,65.74,0,0.4,0,0.45,19.4547874772081,4011
"ssp370--INM-CM4-8--2075--2012","ssp370",0.21,0.61,0,109,0.1,60,66,88.09,0.1,0.1,0.2,0.15,17.780643300123,4012
"ssp370--INM-CM4-8--2075--2013","ssp370",0.48,0.39,0,95,0.3,64,70,78.97,0,0.2,0.1,0,17.6747273872467,4013
"ssp370--INM-CM4-8--2075--2014","ssp370",0.31,0.48,0,88,0,42,50,71.27,0.4,0,0,0.45,16.7946831964771,4014
"ssp370--INM-CM4-8--2075--2015","ssp370",0.54,0.52,0,90,0.4,58,64,79.68,0,0.2,0.2,0.1,17.8945509073759,4015
"ssp370--INM-CM4-8--2075--2016","ssp370",0.25,0.52,0,110,0.1,45,51,68.31,0.1,0.3,0.2,0.3,18.1469870364884,4016
"ssp370--INM-CM4-8--2075--2017","ssp370",0.19,0.56,0,95,0.1,70,76,88,0.2,0.3,0.1,0.05,18.2790582990135,4017
"ssp370--INM-CM4-8--2075--2018","ssp370",0.1,0.82,0,109,0,57,63,85.09,0,0,0.3,0.1,18.3656050953303,4018
"ssp370--INM-CM4-8--2075--2019","ssp370",0.17,0.35,0,97,0.2,54,61,80.11,0.3,0.1,0.1,0,18.0727004849278,4019
"ssp370--INM-CM4-8--2075--2020","ssp370",0.34,0.31,0,89,0.1,76,85,96.41,0,0.1,0.1,0.2,19.5176219451694,4020
"ssp370--INM-CM4-8--2075--2021","ssp370",0.25,0.35,0,99,0.1,63,69,77.27,0.1,0.1,0.2,0.6,18.9327569740886,4021
"ssp370--INM-CM4-8--2075--2022","ssp370",0.18,0.41,0,108,0.1,42,73,77.61,0,0.3,0,0.55,18.4413333100115,4022
"ssp370--INM-CM4-8--2075--2023","ssp370",0.42,0.51,0,102,0,43,49,73.72,0.4,0.2,0.2,0.2,17.6472827634296,4023
"ssp370--INM-CM4-8--2075--2024","ssp370",0.26,0.42,0,103,0,44,50,75.82,0,0.3,0.4,0.1,18.4833062418665,4024
"ssp370--INM-CM4-8--2075--2025","ssp370",0.11,0.51,0,102,0,53,63,71.63,0.2,0.3,0.1,0.45,18.2525187361831,4025
"ssp370--INM-CM4-8--2075--2026","ssp370",0.37,0.42,0,109,0.3,55,61,84.41,0,0.2,0.1,0.2,19.2144739799486,4026
"ssp370--INM-CM4-8--2075--2027","ssp370",0.25,0.24,0,89,0,66,72,89.63,0,0.1,0.2,0.35,19.1862975720247,4027
"ssp370--INM-CM4-8--2075--2028","ssp370",0.55,0.48,0,103,0.1,69,75,89.25,0,0.4,0.2,0.35,18.8401372017755,4028
"ssp370--INM-CM4-8--2075--2029","ssp370",0.3,0.54,0,86,0.1,47,53,74.41,0.2,0,0.1,0.2,18.5907416545405,4029
"ssp370--INM-CM4-8--2075--2030","ssp370",0.15,0.29,0,102,0.2,45,51,75,0,0.2,0.3,0.7,18.0792401223474,4030
"ssp370--INM-CM4-8--2075--2031","ssp370",0.33,0.45,0,98,0,47,78,77.43,0,0.1,0.1,0,18.1842868801847,4031
"ssp370--INM-CM4-8--2075--2032","ssp370",0.49,0.32,0.2,98,0.1,59,65,82.24,0,0.1,0.1,0,18.8630031868886,4032
"ssp370--INM-CM4-8--2075--2033","ssp370",0.31,0.64,0,103,0.1,70,81,89.68,0,0.3,0,0,18.6903833061508,4033
"ssp370--INM-CM4-8--2075--2034","ssp370",0.29,0.3,0,95,0.1,53,59,74.96,0.1,0.3,0,0.6,18.5989848494223,4034
"ssp370--INM-CM4-8--2075--2035","ssp370",0.26,0.33,0,104,0.3,53,59,80.93,0.7,0.1,0.1,0.25,17.0235462137676,4035
"ssp370--INM-CM4-8--2075--2036","ssp370",0.11,0.33,0,89,0.3,64,70,87.95,0,0,0.1,0.05,18.2636066434735,4036
"ssp370--INM-CM4-8--2075--2037","ssp370",0.13,0.47,0,93,0.6,42,79,72.85,0,0.2,0.1,0.4,17.8106535216974,4037
"ssp370--INM-CM4-8--2075--2038","ssp370",0.49,0.32,0,97,0.3,42,48,74.4,0,0.1,0.2,0.2,17.9902521451297,4038
"ssp370--INM-CM4-8--2075--2039","ssp370",0.39,0.34,0,100,0,58,64,85.54,0.1,0.7,0.3,0.5,17.3861633479192,4039
"ssp370--INM-CM4-8--2075--2040","ssp370",0.18,0.4,0,91,0,47,53,77.64,0.6,0.3,0.1,0.15,17.354639276056,4040
"ssp370--INM-CM4-8--2075--2041","ssp370",0.29,0.57,0,108,0.1,42,52,70.31,0.1,0.2,0,0.15,17.7758039961104,4041
"ssp370--INM-CM4-8--2075--2042","ssp370",0.3,0.27,0,105,0,57,63,83.09,0,0.2,0.2,0.1,19.095073370317,4042
"ssp370--INM-CM4-8--2075--2043","ssp370",0.29,0.54,0,99,0.2,57,92,88.43,0,0.1,0.1,0.2,19.1665891396978,4043
"ssp370--INM-CM4-8--2075--2044","ssp370",0.42,0.32,0,105,0.1,74,80,90.41,0.1,0.2,0.1,0.15,18.8052969520316,4044
"ssp370--INM-CM4-8--2075--2045","ssp370",0.21,0.55,0,110,0.1,75,81,95.08,0,0.1,0.2,0.05,18.4178151599317,4045
"ssp370--INM-CM4-8--2075--2046","ssp370",0.38,0.78,0,104,0.7,66,72,86.89,0,0,0,0.2,18.9302488489539,4046
"ssp370--INM-CM4-8--2075--2047","ssp370",0.37,0.54,0,96,0.4,102,108,119.52,0,0.1,0.1,0.15,20.031436937381,4047
"ssp370--INM-CM4-8--2075--2048","ssp370",0.4,0.7,0,88,0,60,66,85.76,0,0,0.2,0.4,18.2602918034027,4048
"ssp370--INM-CM4-8--2075--2049","ssp370",0.06,0.38,0,93,0,62,68,87.41,0,0,0,0.3,18.94376074014,4049
"ssp370--INM-CM4-8--2075--2050","ssp370",0.37,0.1,0,93,0.4,47,89,69.67,0.1,0,0.1,0.05,18.1611247576627,4050
"ssp370--INM-CM4-8--2075--2051","ssp370",0.43,0.44,0,95,0.1,42,56,69.23,0,0.4,0.1,0.3,18.1507028982568,4051
"ssp370--INM-CM4-8--2075--2052","ssp370",0,0.15,0,104,0,48,54,77.74,0,0,0,0,18.3421926143634,4052
