"","ssp","drought_stress","insect_risk","disease_risk","photosynhthesis_day","risk_rain","yday_speargrowth","yday_harvest_star","accumulated_chill","frost_risk","diurnal_risk","rainharvest_risk","heatharvest_risk","Tsoil_mean","id"
"ssp370--EC-Earth3-AerChem--2075--2089","ssp370",0.31,0.44,0,101,0,62,68,89.68,0,0,0.2,0,17.8284968016521,3689
"ssp370--EC-Earth3-AerChem--2075--2090","ssp370",0.19,0.91,0,111,0.1,48,77,76.59,0,0,0,0.05,19.1927919214686,3690
"ssp370--EC-Earth3-AerChem--2075--2091","ssp370",0.25,0.33,0,105,0.1,72,78,97.08,0,0.2,0.1,0.05,18.9177458853374,3691
"ssp370--EC-Earth3-AerChem--2075--2092","ssp370",0.23,0.54,0,110,0.2,42,56,66.4,0.1,0.1,0.2,0.25,18.7305757813023,3692
"ssp370--EC-Earth3-AerChem--2075--2093","ssp370",0.33,0.71,0,107,0.2,57,70,76.56,0.3,0.2,0.3,0.5,17.4964508516474,3693
"ssp370--EC-Earth3-AerChem--2075--2094","ssp370",0.28,0.55,0,101,0.1,56,62,85.16,0,0,0.4,0.2,19.1354993332619,3694
"ssp370--EC-Earth3-AerChem--2075--2095","ssp370",0.36,0.55,0,114,0.1,48,54,73.18,0.3,0.3,0.2,0.2,17.1625371196987,3695
"ssp370--EC-Earth3-AerChem--2075--2096","ssp370",0.13,0.51,0,97,0.2,42,48,59.98,0,0.1,0.2,0,17.8335368558544,3696
"ssp370--EC-Earth3-AerChem--2075--2097","ssp370",0.05,0.59,0,100,0,54,62,77.79,0,0.1,0.3,0.05,18.3230818930366,3697
"ssp370--EC-Earth3-AerChem--2075--2098","ssp370",0.36,0.39,0,93,0.1,42,57,73.8,0,0.1,0.2,0.45,18.8645903145289,3698
"ssp370--EC-Earth3-AerChem--2075--2099","ssp370",0.43,0.77,0,91,0.45,42,68,74.58,0,0.1,0.1,0.25,19.2165972969608,3699
"ssp370--EC-Earth3-AerChem--2075--2100","ssp370",0.31,0.57,0,97,0.2,56,62,79.28,0.1,0.2,0.3,0.05,18.4800453926953,3700
"ssp370--EC-Earth3-Veg-LR--2075--2001","ssp370",0.41,0.4,0,96,0.2,42,48,66.76,0.1,0.1,0,0.4,18.2367262361626,3701
"ssp370--EC-Earth3-Veg-LR--2075--2002","ssp370",0.33,0.22,0,94,0,42,48,71.87,0.1,0,0,0.15,18.4086097806853,3702
"ssp370--EC-Earth3-Veg-LR--2075--2003","ssp370",0.12,0.12,0.2,100,0.1,42,70,73.7,0.1,0.1,0.3,0.3,18.2248411483566,3703
"ssp370--EC-Earth3-Veg-LR--2075--2004","ssp370",0.46,0.45,0,112,0.1,59,69,75.36,0.2,0,0,0.15,18.6044672765087,3704
"ssp370--EC-Earth3-Veg-LR--2075--2005","ssp370",0.18,0.2,0,105,0.1,52,58,78.47,0.2,0.1,0,0.25,18.0719158227547,3705
"ssp370--EC-Earth3-Veg-LR--2075--2006","ssp370",0.24,0.51,0,109,0.2,45,51,71.4,0.3,0.2,0.3,0.3,17.9839572036808,3706
"ssp370--EC-Earth3-Veg-LR--2075--2007","ssp370",0.18,0.2,0,100,0.2,42,48,75.26,0.3,0.1,0.3,0.05,17.6086477381563,3707
"ssp370--EC-Earth3-Veg-LR--2075--2008","ssp370",0.41,0.6,0,93,0.5,45,51,70.83,0.1,0.1,0.3,0.65,18.3986731276244,3708
"ssp370--EC-Earth3-Veg-LR--2075--2009","ssp370",0.19,0.48,0,103,0.5,47,65,80.94,0,0.1,0,0.35,19.3219796624442,3709
"ssp370--EC-Earth3-Veg-LR--2075--2010","ssp370",0.51,0.24,0,104,0.2,46,87,78.89,0.2,0,0.1,0,18.938577419794,3710
"ssp370--EC-Earth3-Veg-LR--2075--2011","ssp370",0.28,0.47,0,96,0,42,57,64.71,0.2,0.2,0,0.4,18.5989723327426,3711
"ssp370--EC-Earth3-Veg-LR--2075--2012","ssp370",0.21,0.71,0,114,0.1,60,66,85.06,0.1,0.2,0.2,0.2,18.0562777288104,3712
"ssp370--EC-Earth3-Veg-LR--2075--2013","ssp370",0.46,0.36,0,95,0.3,58,64,71.79,0,0,0.1,0,17.8673534260304,3713
"ssp370--EC-Earth3-Veg-LR--2075--2014","ssp370",0.31,0.46,0,90,0.1,42,48,66.03,0.2,0,0,0.45,17.3876190239854,3714
"ssp370--EC-Earth3-Veg-LR--2075--2015","ssp370",0.46,0.6,0,92,0.9,55,61,76.81,0,0,0.3,0.1,18.361899095542,3715
"ssp370--EC-Earth3-Veg-LR--2075--2016","ssp370",0.2,0.51,0,115,0.1,44,50,67.01,0,0.2,0.2,0.3,18.4504281038163,3716
"ssp370--EC-Earth3-Veg-LR--2075--2017","ssp370",0.19,0.58,0,96,0.2,45,67,70.55,0.1,0,0.1,0.15,18.529489692892,3717
"ssp370--EC-Earth3-Veg-LR--2075--2018","ssp370",0.1,0.79,0,116,0,56,62,82.53,0,0.1,0.3,0.15,18.6587629283441,3718
"ssp370--EC-Earth3-Veg-LR--2075--2019","ssp370",0.17,0.34,0,103,0.2,54,60,76.79,0.2,0.1,0.1,0.05,18.2410976969119,3719
"ssp370--EC-Earth3-Veg-LR--2075--2020","ssp370",0.34,0.21,0,91,0.1,50,75,78.14,0.1,0,0.1,0.25,19.2558357689849,3720
"ssp370--EC-Earth3-Veg-LR--2075--2021","ssp370",0.21,0.35,0,104,0.2,60,66,73.83,0,0,0.2,0.5,19.2365864843344,3721
"ssp370--EC-Earth3-Veg-LR--2075--2022","ssp370",0.18,0.43,0,110,0.1,42,71,76.89,0,0,0.1,0.6,18.722406331342,3722
"ssp370--EC-Earth3-Veg-LR--2075--2023","ssp370",0.42,0.5,0,106,0,42,48,69.83,0.3,0,0.2,0.15,18.1978170607883,3723
"ssp370--EC-Earth3-Veg-LR--2075--2024","ssp370",0.26,0.4,0,105,0,44,50,76.81,0,0,0.3,0.1,18.9258104151061,3724
"ssp370--EC-Earth3-Veg-LR--2075--2025","ssp370",0.11,0.49,0,103,0,53,62,71.74,0,0.2,0.1,0.5,18.5466725566721,3725
"ssp370--EC-Earth3-Veg-LR--2075--2026","ssp370",0.37,0.42,0,120,0.3,51,57,79.57,0,0.1,0.1,0.15,19.6478070852483,3726
"ssp370--EC-Earth3-Veg-LR--2075--2027","ssp370",0.24,0.24,0,94,0,65,71,92.73,0,0.1,0.2,0.4,19.4210857072446,3727
"ssp370--EC-Earth3-Veg-LR--2075--2028","ssp370",0.51,0.52,0,108,0.2,53,68,76.74,0,0.1,0.2,0.2,19.0801508432123,3728
"ssp370--EC-Earth3-Veg-LR--2075--2029","ssp370",0.3,0.5,0.25,85,0.2,43,49,72.9,0,0,0.1,0.2,18.8017430671012,3729
"ssp370--EC-Earth3-Veg-LR--2075--2030","ssp370",0.15,0.25,0,104,0.2,44,50,73.64,0,0.3,0.3,0.75,18.5792514104755,3730
"ssp370--EC-Earth3-Veg-LR--2075--2031","ssp370",0.33,0.55,0,104,0,46,52,74.48,0.1,0,0.1,0,17.2851367166892,3731
"ssp370--EC-Earth3-Veg-LR--2075--2032","ssp370",0.49,0.34,0.2,102,0.1,58,64,83.28,0,0,0.1,0,18.9176747728049,3732
"ssp370--EC-Earth3-Veg-LR--2075--2033","ssp370",0.31,0.54,0,108,0.1,69,77,84.78,0,0,0,0,18.7826536505538,3733
"ssp370--EC-Earth3-Veg-LR--2075--2034","ssp370",0.29,0.32,0,97,0.1,52,58,73.45,0,0.2,0,0.6,18.8381121926487,3734
"ssp370--EC-Earth3-Veg-LR--2075--2035","ssp370",0.26,0.33,0,108,0.3,52,58,76.58,0.5,0.1,0,0.25,17.3777489856287,3735
"ssp370--EC-Earth3-Veg-LR--2075--2036","ssp370",0.11,0.43,0,92,0.5,63,69,86.27,0,0,0.1,0.05,18.665368733677,3736
"ssp370--EC-Earth3-Veg-LR--2075--2037","ssp370",0.12,0.47,0,96,0.6,42,78,67.44,0,0.3,0.1,0.35,18.2257185363891,3737
"ssp370--EC-Earth3-Veg-LR--2075--2038","ssp370",0.49,0.27,0,104,0.4,42,48,69.54,0,0.1,0.2,0.2,18.426294561868,3738
"ssp370--EC-Earth3-Veg-LR--2075--2039","ssp370",0.39,0.44,0,104,0,42,57,71.54,0.1,0.1,0.3,0.5,17.708121802508,3739
"ssp370--EC-Earth3-Veg-LR--2075--2040","ssp370",0.18,0.4,0,96,0,42,49,74.89,0.4,0,0.1,0.25,17.7276664469481,3740
"ssp370--EC-Earth3-Veg-LR--2075--2041","ssp370",0.29,0.57,0,115,0.1,42,50,62.7,0.1,0.1,0,0.2,18.1113366070092,3741
"ssp370--EC-Earth3-Veg-LR--2075--2042","ssp370",0.3,0.38,0,109,0,56,62,82.94,0,0.2,0.3,0.1,19.3058868790818,3742
"ssp370--EC-Earth3-Veg-LR--2075--2043","ssp370",0.29,0.54,0,106,0.2,55,87,84.8,0,0,0.1,0.2,19.219640617634,3743
"ssp370--EC-Earth3-Veg-LR--2075--2044","ssp370",0.42,0.42,0,108,0.3,60,76,83.37,0,0.1,0,0.15,18.9337792639218,3744
"ssp370--EC-Earth3-Veg-LR--2075--2045","ssp370",0.21,0.56,0,115,0.3,60,76,83.3,0,0,0.2,0.05,18.6813734669963,3745
"ssp370--EC-Earth3-Veg-LR--2075--2046","ssp370",0.37,0.79,0,109,0.8,54,60,77.53,0,0,0,0.2,18.9573077648689,3746
"ssp370--EC-Earth3-Veg-LR--2075--2047","ssp370",0.3,0.49,0,100,0.4,62,82,90.69,0,0.1,0.2,0.25,18.7323090415936,3747
"ssp370--EC-Earth3-Veg-LR--2075--2048","ssp370",0.38,0.7,0,90,0.1,59,65,85.98,0,0,0.2,0.5,18.5649649783992,3748
"ssp370--EC-Earth3-Veg-LR--2075--2049","ssp370",0.06,0.38,0,97,0,62,68,88.48,0,0.2,0,0.25,19.2072322462226,3749
"ssp370--EC-Earth3-Veg-LR--2075--2050","ssp370",0.29,0.22,0,95,0.4,47,82,67.03,0.1,0,0.1,0.05,18.0677274595472,3750
"ssp370--EC-Earth3-Veg-LR--2075--2051","ssp370",0.31,0.33,0,101,0.1,42,52,63.51,0,0.2,0.1,0.3,18.3751001768819,3751
"ssp370--EC-Earth3-Veg-LR--2075--2052","ssp370",0,0.15,0,108,0,47,53,74.26,0,0,0,0,18.6445069243957,3752
"ssp370--EC-Earth3-Veg-LR--2075--2053","ssp370",0.15,0.3,0.25,117,0.1,56,62,80.76,0,0,0.2,0.25,18.5477421997323,3753
"ssp370--EC-Earth3-Veg-LR--2075--2054","ssp370",0.16,0.28,0,98,0.2,56,62,82.45,0,0,0.1,0.45,18.680457825031,3754
"ssp370--EC-Earth3-Veg-LR--2075--2055","ssp370",0.29,0.21,0.2,94,0.2,56,63,77.54,0,0,0,0.3,18.6299374587832,3755
"ssp370--EC-Earth3-Veg-LR--2075--2056","ssp370",0.28,0.14,0,112,0,42,76,71.88,0,0.2,0,0,19.2793217515322,3756
"ssp370--EC-Earth3-Veg-LR--2075--2057","ssp370",0.36,0.45,0,114,0.2,42,52,71.04,0.2,0.3,0.1,0.15,18.1682683712275,3757
"ssp370--EC-Earth3-Veg-LR--2075--2058","ssp370",0.2,0.14,0,93,0.3,42,73,72.94,0,0.2,0.1,0.2,19.3949523267318,3758
"ssp370--EC-Earth3-Veg-LR--2075--2059","ssp370",0.17,0.55,0,107,0.1,62,68,81.25,0,0,0.2,0.05,19.1299047259944,3759
"ssp370--EC-Earth3-Veg-LR--2075--2060","ssp370",0.39,0.4,0,103,0.1,65,76,79.95,0,0,0,0.2,19.05224565938,3760
"ssp370--EC-Earth3-Veg-LR--2075--2061","ssp370",0.37,0.47,0,100,0.1,58,77,84.82,0,0,0.2,0.25,18.2609074231183,3761
"ssp370--EC-Earth3-Veg-LR--2075--2062","ssp370",0.31,0.32,0,83,0.4,42,48,75.14,0.2,0,0.1,0.05,17.5533910327471,3762
"ssp370--EC-Earth3-Veg-LR--2075--2063","ssp370",0.24,0.36,0,104,0.1,60,66,80.42,0,0.2,0.4,0.45,19.4444660130363,3763
"ssp370--EC-Earth3-Veg-LR--2075--2064","ssp370",0.3,0.65,0,105,0.1,42,48,71.86,0.2,0.1,0.2,0.25,18.1392049489764,3764
"ssp370--EC-Earth3-Veg-LR--2075--2065","ssp370",0.26,0.24,0,86,0.2,50,63,83.21,0,0.2,0.2,0.05,19.1903631298823,3765
"ssp370--EC-Earth3-Veg-LR--2075--2066","ssp370",0.21,0.78,0,97,0.2,74,80,94.15,0,0.2,0.1,0.4,19.2748661369681,3766
"ssp370--EC-Earth3-Veg-LR--2075--2067","ssp370",0.3,0.34,0,105,0.1,63,69,81.15,0,0,0.3,0.05,19.3342611530826,3767
"ssp370--EC-Earth3-Veg-LR--2075--2068","ssp370",0.39,0.55,0,103,0.1,66,74,88.44,0.3,0.3,0.3,0.05,19.2978793580101,3768
"ssp370--EC-Earth3-Veg-LR--2075--2069","ssp370",0.19,0.51,0,101,0.1,68,74,89.11,0,0.2,0.2,0.6,19.0556078929594,3769
"ssp370--EC-Earth3-Veg-LR--2075--2070","ssp370",0.23,0.36,0,103,0.1,42,52,71.67,0,0.1,0.2,0.25,17.9200260428881,3770
"ssp370--EC-Earth3-Veg-LR--2075--2071","ssp370",0.17,0.55,0,100,0.3,49,55,77.89,0,0,0.1,0.05,18.250797427928,3771
"ssp370--EC-Earth3-Veg-LR--2075--2072","ssp370",0.06,0.32,0,105,0.2,58,64,76.74,0,0,0.1,0,18.4152429177264,3772
"ssp370--EC-Earth3-Veg-LR--2075--2073","ssp370",0.44,0.44,0,108,0.2,75,81,84.39,0,0.2,0.3,0.25,19.4403267671783,3773
"ssp370--EC-Earth3-Veg-LR--2075--2074","ssp370",0.32,0.36,0,108,0,42,48,64.43,0.3,0.1,0,0,17.0126197180464,3774
"ssp370--EC-Earth3-Veg-LR--2075--2075","ssp370",0.26,0.1,0,80,0.5,51,57,77.13,0,0.1,0.2,0.15,18.7434599847519,3775
"ssp370--EC-Earth3-Veg-LR--2075--2076","ssp370",0.26,0.34,0,91,0.1,51,57,82.52,0.1,0.1,0.1,0.35,17.7619715453066,3776
"ssp370--EC-Earth3-Veg-LR--2075--2077","ssp370",0.21,0.23,0,103,0.3,59,65,88.32,0,0.1,0.2,0.6,18.699615363921,3777
"ssp370--EC-Earth3-Veg-LR--2075--2078","ssp370",0.17,0.23,0,103,0.2,67,73,90.25,0,0,0.4,0,19.182580558505,3778
"ssp370--EC-Earth3-Veg-LR--2075--2079","ssp370",0.19,0.22,0,102,0.4,48,54,76.53,0,0.1,0,0.45,19.2393580014868,3779
"ssp370--EC-Earth3-Veg-LR--2075--2080","ssp370",0.42,0.37,0,107,0.1,80,86,93.58,0,0.2,0,0.25,19.2543580231409,3780
"ssp370--EC-Earth3-Veg-LR--2075--2081","ssp370",0.23,0.21,0.2,107,0.1,44,71,73.15,0.1,0.3,0.2,0,18.3042474203621,3781
"ssp370--EC-Earth3-Veg-LR--2075--2082","ssp370",0.25,0.2,0,98,0.5,42,62,70.28,0,0,0,0.05,19.0073428117718,3782
"ssp370--EC-Earth3-Veg-LR--2075--2083","ssp370",0.38,0.59,0,101,0,43,53,72.33,0.1,0.2,0,0,17.2416415985441,3783
"ssp370--EC-Earth3-Veg-LR--2075--2084","ssp370",0.34,0.75,0,103,0,42,76,72.98,0.1,0.1,0.1,0.1,18.5723766825759,3784
"ssp370--EC-Earth3-Veg-LR--2075--2085","ssp370",0.47,0.66,0,109,0,42,79,71.8,0.1,0.3,0.1,0.3,18.9429396030144,3785
"ssp370--EC-Earth3-Veg-LR--2075--2086","ssp370",0.31,0.31,0,100,0.5,47,82,76.26,0,0,0.1,0.3,19.6785358727404,3786
"ssp370--EC-Earth3-Veg-LR--2075--2087","ssp370",0.23,0.65,0,97,0.4,69,75,87.41,0,0,0,0,18.8933623292254,3787
"ssp370--EC-Earth3-Veg-LR--2075--2088","ssp370",0.17,0.21,0,106,0.1,51,77,77.96,0,0,0.1,0.2,19.1588863986926,3788
"ssp370--EC-Earth3-Veg-LR--2075--2089","ssp370",0.31,0.4,0,98,0,62,68,88.17,0,0,0.1,0,17.78657674456,3789
"ssp370--EC-Earth3-Veg-LR--2075--2090","ssp370",0.19,0.9,0,115,0.1,68,82,88.21,0,0,0,0,19.4839335335165,3790
"ssp370--EC-Earth3-Veg-LR--2075--2091","ssp370",0.25,0.14,0,101,0.1,72,78,97.49,0,0.1,0.1,0,18.9076069019814,3791
"ssp370--EC-Earth3-Veg-LR--2075--2092","ssp370",0.23,0.51,0,110,0.2,43,59,65.92,0,0.1,0.2,0.1,18.7558568722569,3792
"ssp370--EC-Earth3-Veg-LR--2075--2093","ssp370",0.28,0.49,0,106,0.2,57,70,74.85,0.2,0.2,0.2,0.45,17.448219441429,3793
"ssp370--EC-Earth3-Veg-LR--2075--2094","ssp370",0.28,0.48,0,108,0.1,61,70,88.57,0,0,0.2,0.05,19.3729551342569,3794
"ssp370--EC-Earth3-Veg-LR--2075--2095","ssp370",0.36,0.41,0,115,0.1,49,55,74.59,0.2,0.2,0.1,0.1,17.1204146264667,3795
"ssp370--EC-Earth3-Veg-LR--2075--2096","ssp370",0.13,0.26,0,98,0.2,42,48,58.92,0,0.1,0.2,0,17.8064221549367,3796
"ssp370--EC-Earth3-Veg-LR--2075--2097","ssp370",0.12,0.53,0,96,0,55,63,77.33,0,0.1,0.1,0,18.3776399215423,3797
"ssp370--EC-Earth3-Veg-LR--2075--2098","ssp370",0.36,0.48,0,96,0.1,57,68,82.68,0,0.1,0.2,0.4,19.1105547782768,3798
"ssp370--EC-Earth3-Veg-LR--2075--2099","ssp370",0.42,0.63,0,91,0.45,42,75,75.54,0,0,0.1,0.25,19.4260857378062,3799
"ssp370--EC-Earth3-Veg-LR--2075--2100","ssp370",0.31,0.47,0,95,0.2,61,71,84.91,0,0.1,0.3,0,18.8174786801864,3800
"ssp370--FGOALS-g3--2075--2001","ssp370",0.36,0.24,0,90,0.2,43,49,69.79,0.1,0.3,0,0.3,18.2166506874585,3801
"ssp370--FGOALS-g3--2075--2002","ssp370",0.29,0.23,0,88,0.3,43,49,73.12,0.1,0.2,0,0.05,18.3671240960272,3802
"ssp370--FGOALS-g3--2075--2003","ssp370",0.12,0.12,0.2,93,0.1,74,80,100.31,0.1,0.1,0.4,0.3,18.6001682847785,3803
"ssp370--FGOALS-g3--2075--2004","ssp370",0.46,0.31,0,98,0.1,60,82,80.84,0,0,0,0.1,19.3200810364291,3804
"ssp370--FGOALS-g3--2075--2005","ssp370",0.12,0.2,0,99,0.1,52,58,77.81,0.2,0.2,0,0.15,18.3674368958014,3805
"ssp370--FGOALS-g3--2075--2006","ssp370",0.18,0.22,0,105,0.45,51,74,78.76,0,0.2,0.4,0.3,18.9798967499761,3806
"ssp370--FGOALS-g3--2075--2007","ssp370",0.18,0,0,89,0.2,42,48,73.96,0.5,0.2,0.3,0.1,17.4927142635812,3807
"ssp370--FGOALS-g3--2075--2008","ssp370",0.41,0.46,0,84,0.6,46,52,71.81,0.1,0.2,0.3,0.65,18.534295572716,3808
"ssp370--FGOALS-g3--2075--2009","ssp370",0.19,0.35,0,94,0.6,65,71,92.68,0,0.3,0,0.3,19.6558117780832,3809
"ssp370--FGOALS-g3--2075--2010","ssp370",0.42,0.21,0,94,0.5,70,97,96.43,0,0,0.1,0,19.706227277305,3810
"ssp370--FGOALS-g3--2075--2011","ssp370",0.26,0.36,0,81,0.1,42,76,66.24,0,0.2,0,0.4,20.0332791035765,3811
"ssp370--FGOALS-g3--2075--2012","ssp370",0.21,0.38,0,105,0.2,60,66,87.4,0.1,0.3,0.2,0.15,18.4233116394653,3812
"ssp370--FGOALS-g3--2075--2013","ssp370",0.46,0.28,0,87,0.3,63,69,76.52,0,0,0.1,0,18.0007920281664,3813
"ssp370--FGOALS-g3--2075--2014","ssp370",0.2,0.1,0,78,0.2,42,80,72.02,0.1,0,0.1,0.45,18.9917481983986,3814
"ssp370--FGOALS-g3--2075--2015","ssp370",0.43,0.24,0,89,0.9,58,64,78.61,0,0.1,0.3,0.1,18.6725235252816,3815
"ssp370--FGOALS-g3--2075--2016","ssp370",0.2,0.32,0,109,0.2,46,52,68.61,0,0.3,0.2,0.25,18.5529259369829,3816
"ssp370--FGOALS-g3--2075--2017","ssp370",0.12,0.5,0,93,0.3,69,75,86.88,0.1,0,0.1,0.15,18.6855927134771,3817
"ssp370--FGOALS-g3--2075--2018","ssp370",0.05,0.77,0,107,0,57,63,84.7,0,0.1,0.3,0.15,18.8675651084405,3818
"ssp370--FGOALS-g3--2075--2019","ssp370",0.17,0.2,0,96,0.3,58,82,82.2,0,0.1,0.1,0,19.625163961356,3819
"ssp370--FGOALS-g3--2075--2020","ssp370",0.28,0.21,0,79,0.25,75,82,94.69,0,0.1,0.1,0.2,19.8346548555208,3820
"ssp370--FGOALS-g3--2075--2021","ssp370",0.18,0.25,0,97,0.3,63,69,76.74,0,0,0.2,0.55,19.4287741831933,3821
"ssp370--FGOALS-g3--2075--2022","ssp370",0.18,0.23,0,106,0.1,42,73,77.11,0,0,0.1,0.5,18.7628500022951,3822
"ssp370--FGOALS-g3--2075--2023","ssp370",0.42,0.3,0,100,0,43,49,74.59,0.4,0.4,0.3,0.2,18.171787548119,3823
"ssp370--FGOALS-g3--2075--2024","ssp370",0.26,0.4,0,99,0.1,44,50,74.63,0,0.3,0.4,0.15,19.0065765196934,3824
"ssp370--FGOALS-g3--2075--2025","ssp370",0.11,0.39,0,96,0.1,56,66,74.22,0,0.4,0.1,0.5,18.6157470337039,3825
"ssp370--FGOALS-g3--2075--2026","ssp370",0.34,0.1,0,108,0.3,55,61,83.22,0,0.1,0.1,0.2,19.7494772393381,3826
"ssp370--FGOALS-g3--2075--2027","ssp370",0.14,0.13,0,76,0.1,65,71,89.2,0,0.3,0.2,0.3,19.4926596646284,3827
"ssp370--FGOALS-g3--2075--2028","ssp370",0.51,0.38,0,103,0.2,68,74,86.47,0,0.2,0.1,0.4,19.3389328640262,3828
"ssp370--FGOALS-g3--2075--2029","ssp370",0.3,0.53,0.25,78,0.5,47,53,74.77,0,0.1,0.1,0.25,18.8836931764314,3829
"ssp370--FGOALS-g3--2075--2030","ssp370",0.15,0.11,0,101,0.2,45,51,74.32,0,0.5,0.3,0.55,18.4222428179797,3830
"ssp370--FGOALS-g3--2075--2031","ssp370",0.28,0.33,0,96,0.3,48,78,78.06,0,0,0.1,0.05,18.6997691827005,3831
"ssp370--FGOALS-g3--2075--2032","ssp370",0.37,0.12,0.2,98,0.2,59,65,81.85,0,0.1,0.1,0,19.0039967492837,3832
"ssp370--FGOALS-g3--2075--2033","ssp370",0.24,0.4,0,97,0.1,69,76,88.08,0,0.2,0,0,18.8985149619687,3833
"ssp370--FGOALS-g3--2075--2034","ssp370",0.22,0.23,0,94,0.2,53,59,75.09,0,0.4,0,0.6,18.957305527733,3834
"ssp370--FGOALS-g3--2075--2035","ssp370",0.25,0.28,0,99,0.4,53,59,79.73,0.5,0.2,0,0.2,17.5802168097577,3835
"ssp370--FGOALS-g3--2075--2036","ssp370",0.11,0.22,0,85,0.9,63,69,86.69,0,0,0.1,0.05,18.6829964272485,3836
"ssp370--FGOALS-g3--2075--2037","ssp370",0.06,0.21,0,90,0.45,42,77,72.96,0,0.4,0.1,0.5,18.1609494832253,3837
"ssp370--FGOALS-g3--2075--2038","ssp370",0.47,0.27,0,99,0.2,42,48,74.11,0,0.1,0.2,0.05,18.6311250668863,3838
"ssp370--FGOALS-g3--2075--2039","ssp370",0.38,0.3,0,100,0,58,64,85.28,0.1,0.4,0.3,0.5,17.8999292487113,3839
"ssp370--FGOALS-g3--2075--2040","ssp370",0.12,0.31,0,89,0.1,47,53,78.83,0.5,0.2,0.1,0.15,17.8386446502386,3840
"ssp370--FGOALS-g3--2075--2041","ssp370",0.22,0.41,0,107,0.1,52,70,77.5,0.1,0.3,0,0.15,18.9383073199538,3841
"ssp370--FGOALS-g3--2075--2042","ssp370",0.19,0.14,0,105,0.2,57,63,83.67,0,0.2,0.3,0.05,19.4082485203424,3842
"ssp370--FGOALS-g3--2075--2043","ssp370",0.17,0.6,0,99,0.3,57,82,87.71,0,0.1,0.1,0.2,19.1700057219264,3843
"ssp370--FGOALS-g3--2075--2044","ssp370",0.36,0.12,0,102,0.4,73,79,89.82,0.1,0.1,0,0.1,19.0160412672502,3844
"ssp370--FGOALS-g3--2075--2045","ssp370",0.14,0.4,0,111,0.4,74,80,94.05,0,0,0.2,0.05,18.8378135062861,3845
"ssp370--FGOALS-g3--2075--2046","ssp370",0.37,0.53,0,104,0.8,65,71,85.18,0,0.1,0,0.25,19.3631824336045,3846
"ssp370--FGOALS-g3--2075--2047","ssp370",0.24,0.38,0,88,0.5,75,83,100.67,0,0.1,0.2,0.2,18.7212535483857,3847
"ssp370--FGOALS-g3--2075--2048","ssp370",0.35,0.31,0,87,0.2,60,66,84.63,0,0,0.2,0.45,18.9275686626449,3848
"ssp370--FGOALS-g3--2075--2049","ssp370",0.06,0.14,0,91,0.1,62,68,87.13,0,0.2,0,0.35,19.2045725443948,3849
"ssp370--FGOALS-g3--2075--2050","ssp370",0.29,0,0,85,0.5,49,85,71.54,0.1,0,0.1,0,18.5207397497012,3850
"ssp370--FGOALS-g3--2075--2051","ssp370",0.31,0.22,0,92,0.3,42,56,69,0,0.2,0.1,0.3,18.5936201244423,3851
"ssp370--FGOALS-g3--2075--2052","ssp370",0,0.14,0,98,0,48,54,78.41,0,0.1,0,0,18.8673527700508,3852
"ssp370--FGOALS-g3--2075--2053","ssp370",0.15,0,0.3,105,0.1,57,63,82.97,0,0,0.2,0.2,18.6845046760407,3853
"ssp370--FGOALS-g3--2075--2054","ssp370",0.16,0.25,0.2,87,0.4,60,66,86.53,0,0,0.2,0.4,19.0334367627795,3854
"ssp370--FGOALS-g3--2075--2055","ssp370",0.26,0.11,0.2,86,0.2,61,67,81.38,0,0.1,0,0.2,18.7529490765593,3855
"ssp370--FGOALS-g3--2075--2056","ssp370",0.22,0.13,0,107,0.2,42,77,72.72,0,0.2,0,0,19.615491844588,3856
"ssp370--FGOALS-g3--2075--2057","ssp370",0.36,0.3,0,108,0.3,55,65,84.66,0.2,0.7,0,0.1,18.9444516787631,3857
"ssp370--FGOALS-g3--2075--2058","ssp370",0.2,0,0,87,0.3,73,79,94.13,0,0.2,0.1,0.05,19.9708751467033,3858
"ssp370--FGOALS-g3--2075--2059","ssp370",0.15,0.21,0,101,0.3,64,70,86.9,0,0,0.2,0.05,19.1327616827832,3859
"ssp370--FGOALS-g3--2075--2060","ssp370",0.38,0.29,0,98,0.1,65,76,81.11,0,0.1,0,0.15,19.262491919008,3860
"ssp370--FGOALS-g3--2075--2061","ssp370",0.27,0.27,0,91,0.4,58,77,82.67,0,0,0.2,0.15,18.4649736012093,3861
"ssp370--FGOALS-g3--2075--2062","ssp370",0.25,0.27,0,73,0.6,42,48,72.69,0.1,0.1,0,0.05,17.8037485423021,3862
"ssp370--FGOALS-g3--2075--2063","ssp370",0.17,0.21,0,99,0.1,60,66,81.31,0,0.4,0.3,0.5,19.3036894298054,3863
"ssp370--FGOALS-g3--2075--2064","ssp370",0.3,0.23,0,99,0.2,43,52,73.93,0.3,0.2,0.2,0.05,18.5106646620766,3864
"ssp370--FGOALS-g3--2075--2065","ssp370",0.26,0.25,0,74,0.3,51,65,85.63,0,0.2,0.2,0,19.2545840317096,3865
"ssp370--FGOALS-g3--2075--2066","ssp370",0.21,0.52,0,89,0.2,74,80,91.98,0,0.2,0.1,0.35,19.4402596154456,3866
"ssp370--FGOALS-g3--2075--2067","ssp370",0.19,0.33,0,90,0.2,64,70,85.95,0,0.1,0.3,0.05,19.518427000553,3867
